document_id,match,sentence,paragraph,query
c249d01d2d76441c8e2bafb43d3fac50,states urge russia,The United States had previously urged Russia to end work on the project.,"The United States had previously urged Russia to end work on the project. But U.S. officials said in 2002 that Washington would drop its public objections if Moscow took steps, such as requiring Iran to return the spent fuel to Russia, to mitigate the project's proliferation risks.",IIR
979cd3abde134d928970cc1a3d147684,international urge russia,Title: Amnesty International urges Russia not to deport Uzbek man accused of terrorism,Title: Amnesty International urges Russia not to deport Uzbek man accused of terrorism,IIR
c1dbebb246974f199ad041a8c67cf8f4,georgia accuse moscow,"Georgia, a former Soviet republic now seeking NATO membership along with Ukraine, has long accused Moscow of supporting its breakaway regions of South Ossetia and Abkhazia, a narrow belt neighbouring Russia's Black Sea resort of Sochi.","Georgia, a former Soviet republic now seeking NATO membership along with Ukraine, has long accused Moscow of supporting its breakaway regions of South Ossetia and Abkhazia, a narrow belt neighbouring Russia's Black Sea resort of Sochi.",IIR
60cf443142474627b6729fa8e1eb90d3,bush urge putin,"For example, in October 2003 Bush urged Putin to act sternly with North Korea, ""as with a capricious child that throws food on the floor.","U.S. officials in the first George W. Bush administration considered Russian policy toward the Korean issue ""unhappy,"" stemming from Russia's ""great power aspirations."" The Americans constantly wanted to change it. For example, in October 2003 Bush urged Putin to act sternly with North Korea, ""as with a capricious child that throws food on the floor.""20 Predictably, Moscow was against such policies in principle. So this demand was seen as an attempt to further isolate Pyongyang by spoiling its relations with Russia. The United States also suspected that Moscow was keeping it in the dark concerning its dealings with Pyongyang.21",IIR
64603c6a9faa4dc284b5f6d444109595,ministry urge russia,Title: Georgian Foreign Ministry urges Russia to adhere to ceasefire,Title: Georgian Foreign Ministry urges Russia to adhere to ceasefire,IIR
ff54d101bf394c65b503daae3a985490,ukraine accuse gazprom,"In response, Ukraine has accused Gazprom of failing to pay any gas transit fees since December 2007, a charge disputed by the Russians, who contest that no bill has been sent by Ukraine.","Disputes between Gazprom and Ukraine over unpaid gas supplies had earlier threatened to undermine supply of feedstock to the countrys fertiliser industry. In March 2008, Gazprom cut natural gas supplies to Ukraine by 25%, and threatened to cut a further 25% if Ukraine did not settle a US$600mn gas bill and sign contracts for the supply of gas in 2008. In response, Ukraine has accused Gazprom of failing to pay any gas transit fees since December 2007, a charge disputed by the Russians, who contest that no bill has been sent by Ukraine.",IIR
3ea3ffd36fcf4421bc107c0047480dec,imf urge russia,"Title: CIS AND THE BALTIC; IMF urges Russia, other donors to increase foreign financing of Belarus","Title: CIS AND THE BALTIC; IMF urges Russia, other donors to increase foreign financing of Belarus",IIR
27b8d804abfe48339d9afc55e3e9b942,georgia accuse russia,"Secondly, the Opinion remarked that although the Court had referred to bilateral contacts between the Parties and certain representations made to the Security Council, nowhere in these had Georgia accused Russia of racial discrimination.","The Joint Dissenting Opinion dismissed the interpretation of the Court detailed in point above on the issue of whether it had not been settled by 'negotiation'. First, the Opinion remarked that the Court's interpretation would amount to denying any useful scope to the provision for 'negotiation' in Article 22 of CERD. Secondly, the Opinion remarked that although the Court had referred to bilateral contacts between the Parties and certain representations made to the Security Council, nowhere in these had Georgia accused Russia of racial discrimination. Thirdly, the Opinion suggested that 'for the condition of prior negotiation to be fulfilled, it suffices for an attempt to have been made and for it to have become clear at some point that there was no chance of success. In any event, it is clear that when negotiation is expressly provided for by a treaty, the Court cannot ignore this prior condition without explanation; nor can the Court dispose of this condition merely by observing that the question has not been resolved by negotiation'. 20 In substance, the Joint Dissenting Opinion argues that the Court at least should have asked itself whether negotiations had been opened and whether they were likely to yield a result, but it did not do so. It is suggested that in fact the Court broadly adopted this approach in its articulation in point above, without perhaps expressly stating that the dispute had reached the point where it obviously could not be settled by negotiation.",IIR
0bbfc8850b97484980c1efe41b4f54db,shevardnadze accuse gorbachev,"This changed in December 1990, when Shevardnadze accused Gorbachev, who at the same time held the posts of CPSU secretary general and president of the USSR, of dictatorial designs and resigned as minister.","This changed in December 1990, when Shevardnadze accused Gorbachev, who at the same time held the posts of CPSU secretary general and president of the USSR, of dictatorial designs and resigned as minister. By then Gorbachev, intent on preventing the breakup of the state, had resolved to strengthen the central authority 24 and to introduce a more rigorous domestic policy .25 Thenceforth all major foreign policy decisions were taken by the president of the USSR and his closest advisors.26",IIR
629ab4e549f64564b61a0b49763a1b95,us warn russia,"Following the June 2009 World Grain Forum, the US warned Russia about creating a global grain cartel.","Following the June 2009 World Grain Forum, the US warned Russia about creating a global grain cartel. Michael Michener of USDA's Foreign Agricultural Service remarked that, ""the Russian idea does look like a cartel. We would even say to Russia: be cautious about it. If it is done in a way that trade is distortive and trade prohibitive, I think it would affect Russia's application to the WTO.""79",IIR
09dabb50d1f0424790b879e7e8aabed2,lukashenko accuse russia,Belarussian President Alexander Lukashenko has accused Russia of bullying his country of 10 million people and trying to acquire some key industrial assets.,Relations between the former Soviet neighbors have been increasingly strained by financial disputes. Belarussian President Alexander Lukashenko has accused Russia of bullying his country of 10 million people and trying to acquire some key industrial assets.,IIR
f55e09cce02944b0be9f4e9f2a6fc3dc,carter warn brezhnev,Carter warned Brezhnev to withdraw his forces from Afghanistan or face serious consequences 5.,"The United States, which had earlier ignored the rise of Communist regime in Afghanistan, suddenly woke up to the danger. To compete the Soviet invasion, President Carter outlined the ""Carter Doctrine"" in his state of the Union address. In this he viewed South West Asia as ""third strategic zone for Western security"". He called the invasion ""the most serious threat to peace since World War II."" In his warning to the Soviet Union, he announced: ""An attempt by outside force to gain control of the Persian Gulf region will be regarded as an assault on the vital interests of the United States and such an assault will be repelled by all means necessary, including military force."" Carter warned Brezhnev to withdraw his forces from Afghanistan or face serious consequences 5.",IIR
c5d7dc5b83c84064aa65c8a05f674c16,estonia accuse russia,"Estonia accused Russia of orchestrating the attacks, but Moscow denied this, albeit conceding that zealous Russian patriots may have been responsible.","In April 2007, Estonia's government websites, newspapers, and online banking were temporarily crippled by a cyber attack apparently emanating from Russia. The attack came after Estonia decided to take down a Soviet-era statue in Tallinn, a move that was greatly resented in Russia. Estonia accused Russia of orchestrating the attacks, but Moscow denied this, albeit conceding that zealous Russian patriots may have been responsible.",IIR
04a44bac5d614792ac2761430c6b5ca9,ministry demand russia,"""The Ministry of Foreign Affairs of Georgia demands Russia to immediately cease the provocation, and calls upon the international community to provide a respective reaction on the illegal activity,"" the statement says.","""The Ministry of Foreign Affairs of Georgia demands Russia to immediately cease the provocation, and calls upon the international community to provide a respective reaction on the illegal activity,"" the statement says.",IIR
6ae87f3a7a844771963f86288e07ebad,kudrin accuse medvedev,"By denouncing the governments preference for top-down strategies that bloat the state budget and hinder sustainable economic growth, Kudrin accused outgoing President Medvedev of being enamoured with unnecessary budgetary outlays.","Inside Russian policymaking circles, the baseline risk of export dependence and declining extraction capacity is frequently acknowledged. In fact, during his acceptance speech at the United Russia party conference in September 2011, President Dmitry Medvedev placed economic modernisation at the top of his priority list. However, economic diversification and sustainable GDP growththe ultimate benefits of modernisationhave been on the agenda for over a decade, with limited signs of success. As the recent dismissal of long-standing Finance and Deputy Prime Minister Alexei Kudrin indicated, it is one thing to promise modernisation and entirely another to deliver it. One outcome of Kudrins discordant departure from power was the opening of a rare window onto the decision-making councils of Putins Russia. By denouncing the governments preference for top-down strategies that bloat the state budget and hinder sustainable economic growth, Kudrin accused outgoing President Medvedev of being enamoured with unnecessary budgetary outlays. Medvedev responded by indignantly asserting that such expenditures are essential, since Russia is not a",IIR
6d2fcd7a74f84b33b7cc6354627a5ab6,qurabi urge russia,"Sept 9 - Syrian opposition leader Ammar Qurabi, who chairs the executive bureau of the Conference for Change and heads Syria's national organization for human rights, has urged Russia to assume a clear-cut position on the current situation in Syria.","MOSCOW. Sept 9 - Syrian opposition leader Ammar Qurabi, who chairs the executive bureau of the Conference for Change and heads Syria's national organization for human rights, has urged Russia to assume a clear-cut position on the current situation in Syria.",IIR
5d4eec52bd7b42fc8a01823cb601415c,turkmenistan accuse gazprom,"In that case, Turkmenistan accused Gazprom of deliberately arranging the explosion.","Turkmenistan does have some leverage vis-a-vis Russia. Turkmenistan is the single major source of natural gas that can help keep the supply sufficient for European markets.While the mutually converging interests for exports and imports seem to bind these two countries together, there are tensions .6 However, frequent price disputes and the vulnerability Turkmenistan faces regarding the potential manipulation of its pipeline monopoly by Russia make the diversification of gas pipelines a desirable energy strategy for Turkmen leaders. Recent losses suffered due to a stoppage of exports to Russia in 2009 meant that its gas production fell to 38 bcm from 70.5 bcm the previous year. This stoppage translated into a one-quarter drop in Turkmenistan's gross domestic product . Events such as theApril 9, 2009, pipeline explosion near the Turkmen-Uzbek border demonstrate the tensions. In that case, Turkmenistan accused Gazprom of deliberately arranging the explosion. Russia attempted to leverage Turkmenistan either to reduce the price or the volume of gas or a combination of both prior to resuming the gas flow . This is an example of complex interdependence in that Russia's role as the primary importer of Turkmen gas has actually given Turkmenistan some leverage.",IIR
2d516aa59d7b48178ecb0756addb9639,committee urge russia,"In response to these concerns, the Committee urged Russia to ""nsure the prompt, effective, thorough, independent, and impartial investigation of threats, violent assaults and murders of journalists and . . .","In November 2009, the United Nations Human Rights Committee expressed concern at the ""alarming incidence of threats, violent assaults and murders of journalists and human rights defenders in , which has created a climate of fear and a chilling effect on the media.""121 The Committee stated that it ""regrets the lack of effective measures taken by to protect the right to life and security of these persons.""122 In response to these concerns, the Committee urged Russia to ""nsure the prompt, effective, thorough, independent, and impartial investigation of threats, violent assaults and murders of journalists and . . . prosecute and institute proceedings against the perpetrators of such acts.""123 The Committee requested that Russia provide it with detailed information regarding the criminal prosecutions of cases involving harm to journalists between 2003 and 2009.124",IIR
5bf52789657e4a8e8e8784c2fe586ecc,mccain urge russia,Title: Foreign Military Review; US Senator McCain urges Russia towithdraw troops from Transdniestria,Title: Foreign Military Review; US Senator McCain urges Russia towithdraw troops from Transdniestria,IIR
3866b35f281f425181238862dddcb4ed,gore warn chernomyrdin,"On 10 March, Vice President Gore warned Russian Prime Minister Viktor Chernomyrdin in a strongly worded letter that Russia's failure to fully fund its portion of the station ""could lead our opponents in Congress to kill our partnership.","The debate centers on the Russian service module, which will form a key part of the station when launched in 1998. The Russian Space Agency has had trouble getting its government to fork out funds to pay contractors building the module. On 10 March, Vice President Gore warned Russian Prime Minister Viktor Chernomyrdin in a strongly worded letter that Russia's failure to fully fund its portion of the station ""could lead our opponents in Congress to kill our partnership."" Gore asked Chernomyrdin to ensure ""adequate and steady funding"" to avoid launch slips and suggested the United States might begin preparing monthly status reports on Russia's progress.",IIR
60611eb922194044ace77d84168e9c31,mamedov urge duma,"Georgy Mamedov, Russia's deputy foreign minister, urged the Russian State Duma yesterday to ratify the pending START II arms control treaty, saying it ""corresponds to our political, military and economic interests.""","Georgy Mamedov, Russia's deputy foreign minister, urged the Russian State Duma yesterday to ratify the pending START II arms control treaty, saying it ""corresponds to our political, military and economic interests.""",IIR
3864d1a892a94ac9af7f959acd3335f7,pyongyang warn moscow,"Russia's pressure on North Korea over the nuclear issue invites only negative reactions from Pyongyang, the latter regarding Moscow's position as a pro-American entity whose intention is to isolate and ""crush"" North Korea.4 Pyongyang has warned Moscow that if it continues to ""pressure"" North Korea over the nuclear problem, Pyongyang will obstruct the construction of a natural gas pipeline from Sakhalin to the Korean peninsula and would refuse to repay its $35 billion debt to Moscow.15","Russia's pressure on North Korea over the nuclear issue invites only negative reactions from Pyongyang, the latter regarding Moscow's position as a pro-American entity whose intention is to isolate and ""crush"" North Korea.4 Pyongyang has warned Moscow that if it continues to ""pressure"" North Korea over the nuclear problem, Pyongyang will obstruct the construction of a natural gas pipeline from Sakhalin to the Korean peninsula and would refuse to repay its $35 billion debt to Moscow.15 This is a measure of how Russia simply does not have any leverage over North Korea anymore. In turn Russia has ceased to provide nuclear technology and materials, modern weapons, and spare parts for weapons. Bilateral trade and economic cooperation between the two countries are insignificant and are carried out on a strictly commercial basis. This, despite Moscow's desire to maintain a normal relationship with Pyongyang, bilateral ties remain tenuous and marginal, and Russia's ability to influence North Korea's nuclear program has been reduced.",broad
fb3847e02390409296ca277a5f1df688,yugoslavia accuse ussr,"Yugoslavia on many occasions from 1950 to 1953, in UN bodies and other forums, accused the USSR of hostilities and of threatening Yugoslavia's security and sovereignty.36 Yugoslavia's international efforts to ensure self-protection were facilitated by the rapprochement with the West which allowed Yugoslavia to become a member of the UN Security Council for 1949-50.","Yugoslavia on many occasions from 1950 to 1953, in UN bodies and other forums, accused the USSR of hostilities and of threatening Yugoslavia's security and sovereignty.36 Yugoslavia's international efforts to ensure self-protection were facilitated by the rapprochement with the West which allowed Yugoslavia to become a member of the UN Security Council for 1949-50.",broad
9dc7df29e4ae4a928f7138a950a87309,azeris accuse moscow,In the past the Azeris have often accused Moscow of providing arms to Armenia without announcing such transfers in accordance with existing rules on data exchanges.,"Adjusting the CFE Treaty is essential to reducing Moscow's concerns over NATO enlargement and may also enhance the chances for serious Russian military reform. It would be a serious error to interpret Moscow's acceptance of the NATO-Russia Founding Act as support for NATO enlargement. Russian elites remain firmly opposed to enlargement, and turmoil in the Russian Federation provides opportunities for those seeking power to blame Russia's ills on quo,"" it presupposes that NATO states in the flank areas and other countries would concur. Azerbaijan, for example, has raised repeated objections since its independence from the Soviet Union to the presence of Russian forces in the North Caucasus . In the past the Azeris have often accused Moscow of providing arms to Armenia without announcing such transfers in accordance with existing rules on data exchanges. Turkish leaders are also concerned that concessions to Moscow are a green light to deploy more forces in the Caucasus in exchange for certain concessions in Central Europe.'5",broad
3024ae0ad36648d28adc4597d804aed1,germany warn russia,"Germany, fearing a Russian invasion, warned Russia that continued mobilization would lead to war.","or quadrant N or possibly straight across the midpoint), where it moved quickly to the upper equilibrium point. The mutual antagonism perpetuated itself at that level without further intervention. A return to the lower equilibrium point was made possible by forcing the two teams to reward each other for a period of time, another momentary force. This caused a reentry into quadrant I and a rapid return to the lower equilibrium point, where the joint location remained thereafter.The second case consists of the international crisis of 1914, which ushered in the First World War. This war was the culmination of a vicious circle, involving hvo alliances: Germany and Austria-Hungary,a on the one hand; France, Great Britain, and Russia, on the other. The crisis began with the assassination of an Austrian archduke in Serbia followed by an ultimatum from Austria to Serbia and a declaration of war. Russia, which was determined to protect Serbia, mobilized against Austria and Germany. Germany, fearing a Russian invasion, warned Russia that continued mobilization would lead to war. When Russia refused to comply, Germany declared war on Russia and France and announced a plan to invade France through Belgium. This brought Great Britain into the war on the side of Russia and France.It is interesting to compare the crisis of 1914 with several earlier crises, involving members of the same alliances, which did not lead to war. In 1905-06 Germany became involved in a conflict with France over the control of Morocco which looked as if it might lead to war. This crisis was resolved in an international conference. InIn 1914, Italy was formally an ally of Germany and Austria-Hungary; but she did not enter the war until 1915, and then on the side opposed to her allies.",broad
077e59563a764f61bae27188620501fb,ukraine prevent russia,"Thus, from this perspective, it could be important for Ukraine to prevent Russia from using the territory of Central European countries to circumvent Ukraine, as Russia seems to be keen on using a possible BelorusPolish ""corridor"" to avoid Ukraine and other ""reticent"" former Soviet republics, such as Lithuania, which Moscow would like to sidestep in the road links between Russia proper and Kaliningrad.","Because a significant part of Russia's energy exports are channeled through Ukraine, this gives the country a certain ""leverage"" in its relationship with Russia's gas and oil complex.26 Were Moscow able to build alternative pipelines and roads sidestepping Ukraine, this leverage would be reduced.27 Thus, from this perspective, it could be important for Ukraine to prevent Russia from using the territory of Central European countries to circumvent Ukraine, as Russia seems to be keen on using a possible BelorusPolish ""corridor"" to avoid Ukraine and other ""reticent"" former Soviet republics, such as Lithuania, which Moscow would like to sidestep in the road links between Russia proper and Kaliningrad. Two examples of this endeavor are Russia's Yamal pipeline project-already in the building stage-across Poland and Belorus, and the failed proposal to build a possibly ""extraterritorial"" road linking Russia and Kaliningrad via Belarus and Poland.28",broad
5af527a4274640f0af5f8fd55a26e010,beijing urge moscow,"On the contrary, when Moscow was wavering between using force and a hands-off policy in face of the Hungarian crisis at the very end of October, Beijing urged Moscow to send its troops into Budapest.","For most historians, China's significant influence in Eastern Europe after Stalin's death began with its role in solving political crises there in October and November I950.2 Briefly speaking, when Moscow decided to put down the Polish workers' uprising in mid-October 1956 by using force, Beijing opposed the decision on the grounds that the Polish problem was caused mainly by ""big-power chauvinism"" instead of Western antisocialist conspiracy. On the contrary, when Moscow was wavering between using force and a hands-off policy in face of the Hungarian crisis at the very end of October, Beijing urged Moscow to send its troops into Budapest. According to some Chinese sources made available in the late 19905, from 19 to 31 October 1965, a time in which the Polish-Hungarian crisis reached its peak, communication and discussion between Moscow and Beijing were unusually constant and intense.",broad
5af527a4274640f0af5f8fd55a26e010,beijing influence moscow,"It is difficult to decide exactly to what extent Beijing influenced Moscow in making decisions, but as the above Chinese account shows, the Chinese did play some role in the process and the Russians did take China's attitude seriously.","Moscow's vacillation, reflected in the Chinese account, in solving the Hungarian crisis may be confirmed by Khrushchev's own statement: ""I don't know how many times about whether to get out of Hungary or 'crush the mutiny.'""4 It is difficult to decide exactly to what extent Beijing influenced Moscow in making decisions, but as the above Chinese account shows, the Chinese did play some role in the process and the Russians did take China's attitude seriously. On 3 November 1956, three days after Russian tanks rumbled into Budapest, China's People's Daily was one of the earliest communist papers worldwide to hail the Soviet crushing of the Hungarian revolt. China further endorsed the political change in Hungary by sending Zhou Enlai, its premier, to the still-smoldering Budapest in mid-January 1957, where Zhou's residence had to be guarded by Soviet tanks.",broad
5af527a4274640f0af5f8fd55a26e010,beijing urge moscow,It was a tragic irony that in less than one year Nagy's wishful thinking of the application of the Five Principles to the Hungarian-Russian relations and his illusion about China's sympathy for the Hungarians would evaporate when Beijing urged Moscow to intervene and the People's Daily was one the first communist papers to praise the suppression.12,"In Hungary, the Chinese influence was reflected in the ideology of emerging Hungarian nationalist communists, particularly in Imre Nagy's admiration of China's Five Principles of coexistence. Nagy, who was purged during Stalin's later years, rehabilitated during the New Course, and appointed as Hungarian premier from late 1953 to 1955, proposed his reformist line that included easing the tempo of industrialization, allowing peasants to leave collective farms, and relaxing police terror. For this he was ousted in March 1955 by Hungarian Stalinists led by Matyas Rakosi. In his forced retirement, however, Nagy sensed the coming political storm and wrote a lengthy thesis titled ""In Defense of the New Course"" in late 1955 and early 1956. The paper was later published as a book in the West under the title On Communism, in which four major issues were addressed: industry, agriculture, political terror, and foreign policy. In the foreign policy chapter, China's Five Principles of coexistence became the pillars for his theoretical framework defending Hungarian national sovereignty and independence from the Soviet Union. The Five Principles of coexistence included mutual respect for each other's territorial integrity and sovereignty, nonaggression, noninterference in each other's internal affairs, equality and mutual benefit, and peaceful coexistence.9 China first proclaimed these principles in a communique with India in 1954. Then in 1955 at the Bandung Conference of Asian and African states, Zhou Enlai formally proposed them to all non-Western countries as the principles of international affairs as opposed to colonialism. The official Chinese statements referring to these principles often came with a restrictive phrase, ""between states of different social systems,"" which was made to allay the noncommunist Asian countries' fear about revolutions exported by China, but left unclear whether they could apply to ""states of the same social system."" The title of the foreign policy chapter in Nagy's paper was ""The Five Basic Principles of International Relations and the Question of Our Foreign Policy."" Not only were the Five Principles used as the overarching thesis in the chapter, but also it was announced that they ""must extend to the relations between the countries within the democratic and socialist camps.""10 Nagy's paper was circulated among dissident Hungarian communists, and in the spring of 1956 Nagy delivered one copy of his paper to the party's central committee and another to Yuri Vladimirovich Andropov, the Russian ambassador in Budapest.11 It was a tragic irony that in less than one year Nagy's wishful thinking of the application of the Five Principles to the Hungarian-Russian relations and his illusion about China's sympathy for the Hungarians would evaporate when Beijing urged Moscow to intervene and the People's Daily was one the first communist papers to praise the suppression.12",broad
01d906a3c50a4b7daddee5929100a3d5,mitrokhin urge duma,"In January 1997, Yabloko's Sergei Mitrokhin urged the Duma to give the president ""the authority to suspend or terminate regional laws that contradict federal legislation , as well as the right to dissolve regional assemblies that pass such laws and to sack regional executives who disregard court rulings.""","In January 1997, Yabloko's Sergei Mitrokhin urged the Duma to give the president ""the authority to suspend or terminate regional laws that contradict federal legislation , as well as the right to dissolve regional assemblies that pass such laws and to sack regional executives who disregard court rulings."" 44 Three months later, Yeltsin took the offensive when he told subekt leaders in a national radio address, ""Listen to my warning. You have to abide by the law whether you like it or not. I have the willpower to make the whole country comply with the Russian Constitution."" 45 He also attacked the subekty for widespread corruption, which he claimed was threatening the very existence of the state. 46 Alexei Kudrin subsequently explained that the administration was taking steps to tighten control over the subekty and threatened the removal of subekt heads who violated the constitution or federal law. 48??? Mikhail Krasnov, presidential legal adviser, contended that Article 80 gave the president the power to remove even elected subekt leaders in those conditions, as he had in Amur, Bryansk, and Vologda oblasti.",broad
e34bd1f9d28545729959f9d06f02d107,kvashnin urge moscow,Kvashnin has urged Moscow to repudiate that agreement and maintain a permanent base in Moldova.,"Those remarks also betray Putin's intentions to employ vigorously all the instruments of power, including the army, on behalf of Russians in CIS member countries and to threaten the Baltic states as well with retaliation for even imaginary ""repressions"" against Russians.27 Thus Russia obstructs efforts to move its forces from Moldova and Georgia, as it promised at the OSCE's 1999 Istanbul conference. Kvashnin has urged Moscow to repudiate that agreement and maintain a permanent base in Moldova. Putin's activities certainly constituted pressure to retain the troops or even get a Balkan base there-an objective greatly desired by the Russian army.28 The military forces there are clearly extremely reluctant to leave-they obstruct all efforts to get them out.29 Similarly, the tough negotiations over Russian withdrawal from Georgia show Moscow's reluctance to renounce its bases there.30",broad
5f666ea081684c7ba30c4c82248d69b3,milan warn russia,"Nikitin's mission failed as Prince Milan warned Russia not to count on Serbian forces, which if led into battle again, would probably surrender or flee.117 Nikitin's sudden departure with most of his million rubles shocked Serbian leaders.","However, Russia could not permit Serbia's destruction. Its General Staff instructed General Nikitin on December 5 to gather full information about the Serbian army and help the Serbian War Ministry plan its reorganization. Nikitin was given a million rubles to cover aspects of Serbian rearmament and preparations which Serbia could not finance.115 With the Serbo-Turkish armistice scheduled to expire on January 1, 1877, Nikitin was instructed to establish a Danube crossing at Kladovo, obtain adequate supplies, and arrange Serbian forces in defensive positions there.116 Nikitin ascertained that the Serbs had made no serious military preparations and had only some 9,000 men under arms. Nikitin's mission failed as Prince Milan warned Russia not to count on Serbian forces, which if led into battle again, would probably surrender or flee.117 Nikitin's sudden departure with most of his million rubles shocked Serbian leaders.",broad
8cb0e07838bf426086d007e83b0c97d0,london deny russia,"4 Nygren; Bertil Nygren, ""Putin's Use of Natural Gas to Reintegrate the CIS Region,"" Problems of PostCommunism 55, no. 4, JulyAugust, 2008, pp. 4-17; London: Routledge, 2008; Andrew Kramer, ""Failing Gas Prices Deny Russia a Lever of Power,"" New York Times, May 16, 2009, Available at: _URL_","4 Nygren; Bertil Nygren, ""Putin's Use of Natural Gas to Reintegrate the CIS Region,"" Problems of PostCommunism 55, no. 4, JulyAugust, 2008, pp. 4-17; London: Routledge, 2008; Andrew Kramer, ""Failing Gas Prices Deny Russia a Lever of Power,"" New York Times, May 16, 2009, Available at: _URL_",broad
5f38ba92ae6f45659fd07fd8b62405ba,bush accuse russia,"For example, during the war in Georgia, President George W. Bush accused Russia of ""bullying"" and ""intimidation"" .","The stress described in the report and elsewhere concerning geopolitical factors bypasses the increasingly important bioand psychopolitical factors in our precarious human existence. Russians have long collective experience with ""catastroika,"" bespredel , and bardak , which the State has tried to manage through stability and order and by persecuting any perceived misdeeds. Russian nationalism has tended to echo with paranoia about foreign meddling in ""our"" domestic affairs and in our fragile independence. An old Russian saying is indicative of this mindset: ""For me Russia is like a wife. I can scold her as much as I find necessary, but if somebody else does it, I will smash his face."" On the other hand, defending the borders and the right to punish characterizes both sides. For example, during the war in Georgia, President George W. Bush accused Russia of ""bullying"" and ""intimidation"" . 68 The bullied/victimized insists on preserving human rights in order to become the revenging bully/perpetrator himself. At least Bush gave an abundance of reasons to Russians to devalue his ""freedom agenda"" as a kind of ""hypocritical tool for advancing narrow U.S. interests.""69",broad
b47fcc451d09424398066673866aaeda,kennedy warn khrushchev,"At Vienna, Kennedy warned Khrushchev not to demand concessions that would weaken Kennedy domestically in light of his narrow margin of victory over Nixon and the strength of the hawkish Congressional opposition.","Khrushchev tried to banish U.S. domestic audience costs and reputational costs through sheer obstinacy. At Vienna, Kennedy warned Khrushchev not to demand concessions that would weaken Kennedy domestically in light of his narrow margin of victory over Nixon and the strength of the hawkish Congressional opposition. Reassuringly, Khrushchev told him not to worry about a withdrawal from Berlin, because ""U.S. prestige will not be involved, and everybody will understand thisa .",broad
52c5f1cdec434d599996d7f043f4d91b,voda accuse russia,"221 Vladimir Voda, ""Lithuania Accuses Russia of Perfidious Crash,"" Current Digest of the PostSoviet Press, Vol.","221 Vladimir Voda, ""Lithuania Accuses Russia of Perfidious Crash,"" Current Digest of the PostSoviet Press, Vol. LVII, No. 38, October 19, 2005, p. 11.",broad
478097a90bc24a568587ff87d1185da8,markov accuse navalny,"Markov accused Navalny of being similar to former Russian President Boris Yeltsin, whose policies were an ""aggressive virus"" responsible for the collapse of the Soviet Union and the ""impoverishment"" of millions of Russians, and asserted that Navalny's Western-derived ""virus"" would be stopped.2","On August 5, 2013, Sergey Markov also claimed that opposition Moscow mayoral candidate and anti-corruption blogger Alexey Navalny has been financed by Western interests and trained at Yale University in order to carry out a revolution to overthrow President Putin. Markov accused Navalny of being similar to former Russian President Boris Yeltsin, whose policies were an ""aggressive virus"" responsible for the collapse of the Soviet Union and the ""impoverishment"" of millions of Russians, and asserted that Navalny's Western-derived ""virus"" would be stopped.2",broad
478097a90bc24a568587ff87d1185da8,states urge russia,"In early February 2012, the United States strongly urged Russia and China to support a second, stronger UNSC resolution condemning ""gross violations"" of human rights by the Asad government against civilians and calling for the ""political transition to a democratic, plural political system.","In October 2011, Russia and China vetoed a UNSC resolution that strongly condemned ""the continued grave and systematic human rights violations and the use of force against civilians by the Syrian authorities"" and called on all states ""to exercise vigilance and restraint"" in supplying arms to the Syrian government. Russia had continued to provide weaponry to the Asad government as the violence had intensified. In early February 2012, the United States strongly urged Russia and China to support a second, stronger UNSC resolution condemning ""gross violations"" of human rights by the Asad government against civilians and calling for the ""political transition to a democratic, plural political system."" Both countries, however, vetoed the resolution on February 4, 2012. Then-U.S. Permanent Representative to the U.N. Susan Rice stated after the veto that ""the United States is disgusted that a couple of members of this Council continue to prevent us from ... addressing an ever-deepening crisis in Syria.... This intransigence is even more shameful when you consider that at least one of these members continues to deliver weapons to Asad.""142 Foreign Minister Lavrov rejected the resolution as unbalanced, arguing that it gave more support to the oppositionists than to the Asad government, and urged negotiations between conflicting parties to end the violence.",broad
478097a90bc24a568587ff87d1185da8,kerry urge russia,"During his first meeting in Berlin in late February 2013 with Lavrov in the new post of Secretary of State, Kerry reportedly urged Russia to work with the rest of the international community to implement the Geneva accords on a transition to a democratic Syria.","During his first meeting in Berlin in late February 2013 with Lavrov in the new post of Secretary of State, Kerry reportedly urged Russia to work with the rest of the international community to implement the Geneva accords on a transition to a democratic Syria. He also called for Russia to halt arms deliveries and other support to the Asad regime. In testimony on March 20, 2013, Ambassador to Syria Robert Ford pointed out that although Russia has agreed to the Geneva peace framework, Moscow should ""go far, far beyond that,"" first of all by halting arms transfers to the Syrian government, and secondly by joining the international community in the economic sanctions regime against the Asad government.147 Russia criticized the decision of the Arab League in late March 2013 to seat the National Coalition for Syrian Revolutionary and Opposition Forces.",broad
